game_id,season,game_type,week,gameday,gametime,away_team,away_score,home_team,home_score,result,overtime,location
2025_18_ARI_LA,2025,REG,18,2026-01-04,16:25,ARI,20,LAR,37,17.0,0.0,Home
2025_18_BAL_PIT,2025,REG,18,2026-01-04,20:20,BAL,24,PIT,26,2.0,0.0,Home
2025_18_CLE_CIN,2025,REG,18,2026-01-04,13:00,CLE,20,CIN,18,-2.0,0.0,Home
2025_18_DAL_NYG,2025,REG,18,2026-01-04,13:00,DAL,17,NYG,34,17.0,0.0,Home
2025_18_DET_CHI,2025,REG,18,2026-01-04,16:25,DET,19,CHI,16,-3.0,0.0,Home
2025_18_GB_MIN,2025,REG,18,2026-01-04,13:00,GB,3,MIN,16,13.0,0.0,Home
2025_18_IND_HOU,2025,REG,18,2026-01-04,13:00,IND,30,HOU,38,8.0,0.0,Home
2025_18_KC_LV,2025,REG,18,2026-01-04,16:25,KC,12,LV,14,2.0,0.0,Home
2025_18_LAC_DEN,2025,REG,18,2026-01-04,16:25,LAC,3,DEN,19,16.0,0.0,Home
2025_18_MIA_NE,2025,REG,18,2026-01-04,16:25,MIA,10,NE,38,28.0,0.0,Home
2025_18_NO_ATL,2025,REG,18,2026-01-04,13:00,NO,17,ATL,19,2.0,0.0,Home
2025_18_NYJ_BUF,2025,REG,18,2026-01-04,16:25,NYJ,8,BUF,35,27.0,0.0,Home
2025_18_TEN_JAX,2025,REG,18,2026-01-04,13:00,TEN,7,JAX,41,34.0,0.0,Home
2025_18_WAS_PHI,2025,REG,18,2026-01-04,16:25,WAS,24,PHI,17,-7.0,0.0,Home
2025_19_GB_CHI,2025,WC,19,2026-01-10,20:00,GB,27,CHI,31,4.0,0.0,Home
2025_19_LA_CAR,2025,WC,19,2026-01-10,16:30,LAR,34,CAR,31,-3.0,0.0,Home
2025_19_BUF_JAX,2025,WC,19,2026-01-11,13:00,BUF,27,JAX,24,-3.0,0.0,Home
2025_19_LAC_NE,2025,WC,19,2026-01-11,20:00,LAC,3,NE,16,13.0,0.0,Home
2025_19_SF_PHI,2025,WC,19,2026-01-11,16:30,SF,23,PHI,19,-4.0,0.0,Home
2025_19_HOU_PIT,2025,WC,19,2026-01-12,20:00,HOU,30,PIT,6,-24.0,0.0,Home
2025_20_BUF_DEN,2025,DIV,20,2026-01-17,16:30,BUF,30,DEN,33,3.0,1.0,Home
2025_20_SF_SEA,2025,DIV,20,2026-01-17,20:00,SF,6,SEA,41,35.0,0.0,Home
2025_20_HOU_NE,2025,DIV,20,2026-01-18,15:00,HOU,16,NE,28,12.0,0.0,Home
2025_20_LA_CHI,2025,DIV,20,2026-01-18,18:30,LAR,20,CHI,17,-3.0,1.0,Home
2025_21_LA_SEA,2025,CON,21,2026-01-25,18:30,LAR,27,SEA,31,4.0,0.0,Home
2025_21_NE_DEN,2025,CON,21,2026-01-25,15:00,NE,10,DEN,7,-3.0,0.0,Home
2025_22_SEA_NE,2025,SB,22,2026-02-08,18:30,SEA,29,NE,13,-16.0,0.0,Neutral
